stateName,cityName,newHomeName,developerName,developerAddress,developerPhone,developerWebsite,unitName,unitStyle,br,ba,sqft,price,pps
Ontario,Ajax,Eagle Glen,John Boddy Homes,"146 Sharplin Drive, Ajax, Ontario, L1Z 0P2, Canada",905-619-1777,http://www.johnboddyhomes.com/,Lot 12,Detached Two+ Story,4,3,2691,1774990,660
Ontario,Ajax,Eagle Glen,John Boddy Homes,"146 Sharplin Drive, Ajax, Ontario, L1Z 0P2, Canada",905-619-1777,http://www.johnboddyhomes.com/,The Aberdeen Elev. A,Detached Two+ Story,4,3,2770,null,0
Ontario,Ajax,Eagle Glen,John Boddy Homes,"146 Sharplin Drive, Ajax, Ontario, L1Z 0P2, Canada",905-619-1777,http://www.johnboddyhomes.com/,Lot 13,Detached Two+ Story,4,3,2770,1799990,650
Ontario,Ajax,Galaxy Townhomes,OSMI Homes,"10 Milner Business Court, 807, Toronto, Ontario, M1B 3C6, Canada",647-347-0079,http://osmihomes.com,Crystal - Unit 4,Two+ Story,4,3,null,null,NaN
Ontario,Ajax,Galaxy Townhomes,OSMI Homes,"10 Milner Business Court, 807, Toronto, Ontario, M1B 3C6, Canada",647-347-0079,http://osmihomes.com,Diamond - Unit 1,Two+ Story,5,4,null,null,NaN
Ontario,Ajax,Galaxy Townhomes,OSMI Homes,"10 Milner Business Court, 807, Toronto, Ontario, M1B 3C6, Canada",647-347-0079,http://osmihomes.com,Diamond - Unit 5,Two+ Story,5,4,null,null,NaN
Ontario,Ajax,Manhattan Place,Fourteen EstatesConstruct & Conserve,"513 Westney Road South, 4, Ajax, Ontario, L1S 6W8, Canada",866-597-5459,http://www.fourteenestates.com/,Greenwich,Detached Bungalow,3,3,3878,null,0
Ontario,Ajax,Manhattan Place,Fourteen EstatesConstruct & Conserve,"513 Westney Road South, 4, Ajax, Ontario, L1S 6W8, Canada",866-597-5459,http://www.fourteenestates.com/,Lot 3,Detached Bungalow,3,3,3878,2350000,606
Ontario,Ajax,Manhattan Place,Fourteen EstatesConstruct & Conserve,"513 Westney Road South, 4, Ajax, Ontario, L1S 6W8, Canada",866-597-5459,http://www.fourteenestates.com/,Empire State,Detached Bungalow,3,3,4545,null,0
Ontario,Ajax,Manhattan Place,Fourteen EstatesConstruct & Conserve,"513 Westney Road South, 4, Ajax, Ontario, L1S 6W8, Canada",866-597-5459,http://www.fourteenestates.com/,Lot 2,Detached Bungalow,3,3,4545,2400000,528
Ontario,Ajax,Manhattan Place,Fourteen EstatesConstruct & Conserve,"513 Westney Road South, 4, Ajax, Ontario, L1S 6W8, Canada",866-597-5459,http://www.fourteenestates.com/,Liberty,Detached Two+ Story,4,4,4607,null,0
Ontario,Ajax,Manhattan Place,Fourteen EstatesConstruct & Conserve,"513 Westney Road South, 4, Ajax, Ontario, L1S 6W8, Canada",866-597-5459,http://www.fourteenestates.com/,Lot 6,Detached Two+ Story,4,4,4607,2550000,554
Ontario,Ajax,Manhattan Place,Fourteen EstatesConstruct & Conserve,"513 Westney Road South, 4, Ajax, Ontario, L1S 6W8, Canada",866-597-5459,http://www.fourteenestates.com/,Grand Central,Detached Two+ Story,4,4,5591,null,0
Ontario,Ajax,Manhattan Place,Fourteen EstatesConstruct & Conserve,"513 Westney Road South, 4, Ajax, Ontario, L1S 6W8, Canada",866-597-5459,http://www.fourteenestates.com/,Lot 1,Detached Two+ Story,4,4,5591,2690000,481
Ontario,Ajax,Manhattan Place,Fourteen EstatesConstruct & Conserve,"513 Westney Road South, 4, Ajax, Ontario, L1S 6W8, Canada",866-597-5459,http://www.fourteenestates.com/,Oculus,Detached Two+ Story,5,4,4019,null,0
Ontario,Ajax,Manhattan Place,Fourteen EstatesConstruct & Conserve,"513 Westney Road South, 4, Ajax, Ontario, L1S 6W8, Canada",866-597-5459,http://www.fourteenestates.com/,Lot 5,Detached Two+ Story,5,4,4019,2450000,610
Ontario,Ajax,Manhattan Place,Fourteen EstatesConstruct & Conserve,"513 Westney Road South, 4, Ajax, Ontario, L1S 6W8, Canada",866-597-5459,http://www.fourteenestates.com/,Broadway,Detached Two+ Story,7,4,4596,null,0
Ontario,Ajax,Manhattan Place,Fourteen EstatesConstruct & Conserve,"513 Westney Road South, 4, Ajax, Ontario, L1S 6W8, Canada",866-597-5459,http://www.fourteenestates.com/,Lot 4,Detached Two+ Story,7,4,4596,2550000,555
Ontario,Ajax,Ruback Townhomes,OSMI Homes,"10 Milner Business Court, 807, Toronto, Ontario, M1B 3C6, Canada",647-347-0079,http://osmihomes.com,Crystal,Two+ Story,4,3,1984,null,0
Ontario,Ajax,Ruback Townhomes,OSMI Homes,"10 Milner Business Court, 807, Toronto, Ontario, M1B 3C6, Canada",647-347-0079,http://osmihomes.com,Diamond,Two+ Story,4,3,2600,null,0
