stateName,cityName,newHomeName,developerName,developerAddress,developerPhone,developerWebsite,unitName,unitStyle,br,ba,sqft,price,pps
Alabama,Athens,Mallard Landing,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,27435 Mckenna Drive,Detached Two+ Story,4,2,1964,289900,148
Alabama,Athens,Mallard Landing,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Everett,Detached Bungalow,4,3,2058,304900,148
Alabama,Athens,Mallard Landing,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Charleston D,Detached Two+ Story,4,2,2505,339900,136
Alabama,Athens,Mallard Landing,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,27456 Mckenna Drive,Detached Two+ Story,4,2,2572,359900,140
Alabama,Athens,Mallard Landing,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,27412 Mckenna Drive,Detached Two+ Story,4,2,2572,364658,142
Alabama,Athens,Mallard Landing,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Chelsea A,Detached Two+ Story,4,3,2769,359900,130
Alabama,Athens,Mallard Landing,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Richmond D,Detached Two+ Story,5,3,3537,379900,107
Alabama,Athens,Mallard Landing,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,27404 Mckenna Drive,Detached Two+ Story,5,3,3596,398203,111
Alabama,Athens,Newby Chapel,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,12577 Tallulah Drive,Detached Two+ Story,3,2,1470,259900,177
Alabama,Athens,Newby Chapel,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,12580 Tallulah Drive,Detached Two+ Story,3,2,1620,289900,179
Alabama,Athens,Old Stone,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Rockford,Detached Bungalow,3,2,2270,349900,154
Alabama,Athens,Old Stone,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,24601 Beacon Circle,Detached Two+ Story,3,2,2351,382429,163
Alabama,Athens,Old Stone,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Shelby A,Detached Two+ Story,3,2,2452,336900,137
Alabama,Athens,Old Stone,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Charleston D,Detached Two+ Story,4,2,2505,344900,138
Alabama,Athens,Old Stone,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,24613 Beacon Circle,Detached Two+ Story,4,3,2657,405644,153
Alabama,Athens,Old Stone,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Chelsea A,Detached Two+ Story,4,3,2769,359900,130
Alabama,Athens,Old Stone,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Madison A,Detached Two+ Story,5,4,3199,399900,125
Alabama,Athens,Old Stone,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,24575 Beacon Circle,Detached Two+ Story,5,3,3522,428586,122
Alabama,Athens,Old Stone,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Richmond D,Detached Two+ Story,5,3,3537,384900,109
Alabama,Athens,Ricketts Farm,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Asheville,Detached Bungalow,3,2,1470,259900,177
Alabama,Athens,Ricketts Farm,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Franklin,Detached Bungalow,3,2,1620,274900,170
Alabama,Athens,Ricketts Farm,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Shelby A,Detached Two+ Story,3,2,2452,344900,141
Alabama,Athens,Ricketts Farm,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Daphne,Detached Bungalow,4,2,1964,292900,149
Alabama,Athens,Ricketts Farm,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Everett,Detached Bungalow,4,3,2058,314900,153
Alabama,Athens,Ricketts Farm,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Charleston D,Detached Two+ Story,4,2,2505,349900,140
Alabama,Athens,Ricketts Farm,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Chelsea A,Detached Two+ Story,4,3,2769,369900,134
Alabama,Athens,Ricketts Farm,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Richmond D,Detached Two+ Story,5,3,3537,389900,110
Alabama,Athens,Sycamore Square,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,CALI,Detached Bungalow,4,2,1884,304490,162
Alabama,Athens,Sycamore Square,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,25247 Delilah Circle,Detached Bungalow,4,2,2336,314900,135
Alabama,Athens,Sycamore Square,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,DENTON,Detached Bungalow,4,2,2336,338490,145
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,KERRY,Detached Bungalow,3,2,1537,275990,180
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,14293 Leadenhall Lane,Detached Bungalow,3,2,1537,276900,180
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,22854 Regent Drive,Detached Bungalow,3,2,1537,276900,180
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,14278 Leadenhall Lane,Detached Bungalow,3,2,1537,276900,180
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,14348 Leadenhall Lane,Detached Bungalow,3,2,1537,276900,180
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,14317 Leadenhall Lane,Detached Bungalow,3,2,1537,272900,178
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,14353 Leadenhall Lane,Detached Bungalow,3,2,1537,276900,180
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,ARIA,Detached Bungalow,3,2,1683,285990,170
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,14254 Leadenhall Lane,Detached Bungalow,3,2,1683,286900,170
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,CALI,Detached Bungalow,4,2,1884,295990,157
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,14349 Leadenhall Lane,Detached Bungalow,4,2,1884,296900,158
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,22814 Regent Drive,Detached Bungalow,4,2,1884,296900,158
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,21996 Chancery Lane,Detached Bungalow,4,2,1884,318225,169
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,22099 Chancery Lane,Detached Bungalow,4,2,1884,279900,149
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,The Madison,Detached Bungalow,4,3,2019,325990,161
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,ROBINSON,Detached Bungalow,4,3,2108,320990,152
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,14352 Leadenhall Lane,Detached Bungalow,4,3,2108,309900,147
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,22079 Chancery Lane,Detached Bungalow,4,3,2108,326900,155
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,14341 Leadenhall Lane,Detached Bungalow,4,3,2108,326900,155
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,14292 Leadenhall Lane,Detached Bungalow,4,3,2108,326900,155
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,14255 Leadenhall Lane,Detached Bungalow,4,3,2108,312000,148
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,The Kathryn,Detached Bungalow,4,3,2377,352990,149
Alabama,Athens,The Links at Canebrake,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,22111 Chancery Lane,Detached Bungalow,4,3,2377,339900,143
Alabama,Athens,The Meadows,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Asheville,Detached Bungalow,3,2,1470,259900,177
Alabama,Athens,The Meadows,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Franklin,Detached Bungalow,3,2,1620,269900,167
Alabama,Athens,The Meadows,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Shelby A,Detached Two+ Story,3,2,2452,334900,137
Alabama,Athens,The Meadows,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Daphne,Detached Bungalow,4,2,1964,289900,148
Alabama,Athens,The Meadows,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Everett,Detached Bungalow,4,3,2058,314900,153
Alabama,Athens,The Meadows,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Charleston D,Detached Two+ Story,4,2,2505,339900,136
Alabama,Athens,The Meadows,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Chelsea A,Detached Two+ Story,4,3,2769,359900,130
Alabama,Athens,The Meadows,Davidson Homes,"336 James Record Road Southwest, Huntsville, Alabama, 35824, United States",877-999-2009,http://davidsonhomesllc.com/,The Richmond D,Detached Two+ Story,5,3,3537,379900,107
Alabama,Baldwin County,Hearon Village,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,32793 N.PICKENS AVENUE,Detached Bungalow,4,2,1915,347059,181
Alabama,Baldwin County,Hearon Village,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,The Booth,Detached Bungalow,4,2,1915,345900,181
Alabama,Baldwin County,Hearon Village,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,32755 N.PICKENS AVENUE,Detached Bungalow,4,2,2047,351099,172
Alabama,Baldwin County,Hearon Village,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,32783 N.PICKENS AVENUE,Detached Bungalow,4,2,2047,351099,172
Alabama,Baldwin County,Hearon Village,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,The Cairn,Detached Bungalow,4,2,2047,349900,171
Alabama,Baldwin County,Hearon Village,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,32807 N.PICKENS AVENUE,Detached Bungalow,4,2,2250,371131,165
Alabama,Baldwin County,Hearon Village,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,The Denton,Detached Bungalow,4,2,2250,369900,164
Alabama,Bay Minette,Bay Minette,Maronda Homes,"11 Timberglen Drive, Imperial, Pennsylvania, 15126, United States",866-617-4642,http://www.marondahomes.com,Oak,Detached Two+ Story,3,2,1443,310800,215
Alabama,Bay Minette,Bay Minette,Maronda Homes,"11 Timberglen Drive, Imperial, Pennsylvania, 15126, United States",866-617-4642,http://www.marondahomes.com,Drexel,Detached Bungalow,3,2,1988,349200,176
Alabama,Bay Minette,Bay Minette,Maronda Homes,"11 Timberglen Drive, Imperial, Pennsylvania, 15126, United States",866-617-4642,http://www.marondahomes.com,Mesquite,Detached Two+ Story,4,2,1867,347500,186
Alabama,Bay Minette,Bay Minette,Maronda Homes,"11 Timberglen Drive, Imperial, Pennsylvania, 15126, United States",866-617-4642,http://www.marondahomes.com,Maple,Detached Two+ Story,4,2,1876,343000,183
Alabama,Bay Minette,Bay Minette,Maronda Homes,"11 Timberglen Drive, Imperial, Pennsylvania, 15126, United States",866-617-4642,http://www.marondahomes.com,Miramar,Detached Bungalow,4,2,2151,370000,172
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,5671 POST OAK TRAIL,Detached Two+ Story,3,2,2175,351900,162
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,Penwell,Detached Two+ Story,3,2,2175,351900,162
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,5688 POST OAK TRAIL,Detached Bungalow,4,2,1497,294900,197
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,5691 POST OAK TRAIL,Detached Bungalow,4,2,1497,306900,205
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,5696 POST OAK TRAIL,Detached Bungalow,4,2,1497,306900,205
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,5668 POST OAK TRAIL,Detached Bungalow,4,2,1497,302900,202
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,Freeport,Detached Bungalow,4,2,1497,301900,202
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,5675 POST OAK TRAIL,Detached Two+ Story,4,2,1649,318900,193
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,5680 POST OAK TRAIL,Detached Two+ Story,4,2,1649,308901,187
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,Glendale,Detached Two+ Story,4,2,1649,316900,192
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,5297 MEADOW RIDGE TRAIL,Detached Bungalow,4,2,1774,328900,185
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,5676 POST OAK TRAIL,Detached Bungalow,4,2,1774,329900,186
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,5700 POST OAK TRAIL,Detached Bungalow,4,2,1774,339100,191
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,5679 POST OAK TRAIL,Detached Bungalow,4,2,1774,329400,186
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,5697 POST OAK TRAIL,Detached Bungalow,4,2,1774,331900,187
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,5294 MEADOW RIDGE TRAIL,Detached Bungalow,4,2,1774,326900,184
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,Cali,Detached Bungalow,4,2,1774,326900,184
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,5672 POST OAK TRAIL,Detached Two+ Story,4,2,1885,344900,183
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,5692 POST OAK TRAIL,Detached Two+ Story,4,2,1885,343900,182
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,5701 POST OAK TRAIL,Detached Two+ Story,4,2,1885,349400,185
Alabama,Bessemer,Rosser Farms,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,Arden,Detached Two+ Story,4,2,1885,341900,181
Alabama,Big Cove,Quail Hollow,Express HomesD.R. Horton,"10700 Pecan Park Boulevard, 400, Austin, Texas, 78750, United States",512-345-4663,http://expresshomes.com/,Aldridge,Detached Bungalow,3,2,1272,null,0
Alabama,Big Cove,Quail Hollow,Express HomesD.R. Horton,"10700 Pecan Park Boulevard, 400, Austin, Texas, 78750, United States",512-345-4663,http://expresshomes.com/,Freeport,Detached Bungalow,3,2,1497,null,0
Alabama,Big Cove,Quail Hollow,Express HomesD.R. Horton,"10700 Pecan Park Boulevard, 400, Austin, Texas, 78750, United States",512-345-4663,http://expresshomes.com/,Kerry,Detached Bungalow,3,2,1537,null,0
Alabama,Big Cove,Quail Hollow,Express HomesD.R. Horton,"10700 Pecan Park Boulevard, 400, Austin, Texas, 78750, United States",512-345-4663,http://expresshomes.com/,Aria,Detached Bungalow,3,2,1683,null,0
Alabama,Big Cove,Quail Hollow,Express HomesD.R. Horton,"10700 Pecan Park Boulevard, 400, Austin, Texas, 78750, United States",512-345-4663,http://expresshomes.com/,Cali,Detached Bungalow,4,2,1884,null,0
Alabama,Big Cove,Quail Hollow,Express HomesD.R. Horton,"10700 Pecan Park Boulevard, 400, Austin, Texas, 78750, United States",512-345-4663,http://expresshomes.com/,Madison,Detached Bungalow,4,3,2019,null,0
Alabama,Calera,Timberline,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,2018 Timberline Drive,Detached Two+ Story,3,2,2175,438010,201
Alabama,Calera,Timberline,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,2014 Timberline Drive,Detached Two+ Story,4,3,2475,448010,181
Alabama,Calera,Timberline,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,Norwood,Detached Two+ Story,4,3,2475,465000,188
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,720 FISH CAMP ROAD,Detached Bungalow,3,2,1272,279900,220
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,733 FISH CAMP ROAD,Detached Bungalow,3,2,1272,281900,222
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,Aldridge,Detached Bungalow,3,2,1272,279900,220
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,716 FISH CAMP ROAD,Detached Bungalow,4,2,1497,294900,197
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,725 FISH CAMP ROAD,Detached Bungalow,4,2,1497,296900,198
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,Freeport,Detached Bungalow,4,2,1497,294900,197
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,Glendale,Detached Two+ Story,4,2,1649,309900,188
Alabama,Chelsea,Chelsea Acres Express,D.R. Horton,"1341 Horton Circle, Arlington, Texas, 76011, United States",817-390-8200,http://www.drhorton.com/,728 FISH CAMP ROAD,Detached Bungalow,4,2,1774,319900,180
